Race,PartName,Slot,Variant,Tier,Hand,PrimaryBone,SizeWxHxD_cm,MeshyPrompt,NegativePrompt
Undead,UD_Units_head_F,Head,F,heavy/plate tier,,Bip001 Head001,9×14×12 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight helmet/head piece. heavy/plate tier variant F. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 9 cm wide × 14 cm tall × 12 cm deep. Placement: attaches to the Bip001 Head001 bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_arms_B,Arms,B,light/cloth tier,,Bip001 R Forearm001,61×9×16 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight arm guards / bracers / sleeves. light/cloth tier variant B. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 61 cm wide × 9 cm tall × 16 cm deep. Placement: attaches to the Bip001 R Forearm001 bone (wrist to elbow on both arms). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_legs_B,Legs,B,light/cloth tier,,Bip001 R Calf001,20×16×15 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight greaves / leg armor / leggings. light/cloth tier variant B. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 20 cm wide × 16 cm tall × 15 cm deep. Placement: attaches to the Bip001 R Calf001 bone (hip to ankle). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_head_L,Head,L,heavy/plate tier,,Bip001 Head001,8×15×20 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight helmet/head piece. heavy/plate tier variant L. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 8 cm wide × 15 cm tall × 20 cm deep. Placement: attaches to the Bip001 Head001 bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_arms_E,Arms,E,medium/leather tier,,Bip001 R Forearm001,61×9×15 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight arm guards / bracers / sleeves. medium/leather tier variant E. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 61 cm wide × 9 cm tall × 15 cm deep. Placement: attaches to the Bip001 R Forearm001 bone (wrist to elbow on both arms). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_arms_C,Arms,C,medium/leather tier,,Bip001 R Hand001,61×9×16 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight arm guards / bracers / sleeves. medium/leather tier variant C. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 61 cm wide × 9 cm tall × 16 cm deep. Placement: attaches to the Bip001 R Hand001 bone (wrist to elbow on both arms). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_legs_C,Legs,C,medium/leather tier,,Bip001 R Calf001,20×14×15 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight greaves / leg armor / leggings. medium/leather tier variant C. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 20 cm wide × 14 cm tall × 15 cm deep. Placement: attaches to the Bip001 R Calf001 bone (hip to ankle). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_arms_A,Arms,A,light/cloth tier,,Bip001 R Forearm001,61×8×16 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight arm guards / bracers / sleeves. light/cloth tier variant A. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 61 cm wide × 8 cm tall × 16 cm deep. Placement: attaches to the Bip001 R Forearm001 bone (wrist to elbow on both arms). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_legs_A,Legs,A,light/cloth tier,,Bip001 R Calf001,21×15×15 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight greaves / leg armor / leggings. light/cloth tier variant A. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 21 cm wide × 15 cm tall × 15 cm deep. Placement: attaches to the Bip001 R Calf001 bone (hip to ankle). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_head_A,Head,A,light/cloth tier,,Bip001 Head001,8×11×11 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight helmet/head piece. light/cloth tier variant A. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 8 cm wide × 11 cm tall × 11 cm deep. Placement: attaches to the Bip001 Head001 bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_head_B,Head,B,light/cloth tier,,Bip001 Head001,8×12×12 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight helmet/head piece. light/cloth tier variant B. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 8 cm wide × 12 cm tall × 12 cm deep. Placement: attaches to the Bip001 Head001 bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_head_H,Head,H,heavy/plate tier,,Bip001 Head001,7×10×10 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight helmet/head piece. heavy/plate tier variant H. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 7 cm wide × 10 cm tall × 10 cm deep. Placement: attaches to the Bip001 Head001 bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_head_I,Head,I,heavy/plate tier,,Bip001 Head001,8×12×13 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight helmet/head piece. heavy/plate tier variant I. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 8 cm wide × 12 cm tall × 13 cm deep. Placement: attaches to the Bip001 Head001 bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_head_K,Head,K,heavy/plate tier,,Bip001 Head001,10×13×13 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight helmet/head piece. heavy/plate tier variant K. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 10 cm wide × 13 cm tall × 13 cm deep. Placement: attaches to the Bip001 Head001 bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_head_C,Head,C,medium/leather tier,,Bip001 Head001,8×13×13 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight helmet/head piece. medium/leather tier variant C. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 8 cm wide × 13 cm tall × 13 cm deep. Placement: attaches to the Bip001 Head001 bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_head_E,Head,E,medium/leather tier,,Bip001 Head001,21×15×17 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight helmet/head piece. medium/leather tier variant E. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 21 cm wide × 15 cm tall × 17 cm deep. Placement: attaches to the Bip001 Head001 bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_body_E,Body,E,medium/leather tier,,Bip001 Pelvis001,39×13×43 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight chest armor (cuirass / tunic / robe top). medium/leather tier variant E. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 39 cm wide × 13 cm tall × 43 cm deep. Placement: attaches to the Bip001 Pelvis001 bone (covers shoulders down to waist). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_head_G,Head,G,heavy/plate tier,,Bip001 Head001,9×14×13 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight helmet/head piece. heavy/plate tier variant G. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 9 cm wide × 14 cm tall × 13 cm deep. Placement: attaches to the Bip001 Head001 bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_head_M,Head,M,heavy/plate tier,,Bip001 Head001,21×15×24 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight helmet/head piece. heavy/plate tier variant M. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 21 cm wide × 15 cm tall × 24 cm deep. Placement: attaches to the Bip001 Head001 bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_head_J,Head,J,heavy/plate tier,,Bip001 Head001,9×14×12 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight helmet/head piece. heavy/plate tier variant J. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 9 cm wide × 14 cm tall × 12 cm deep. Placement: attaches to the Bip001 Head001 bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_shoulderpads_C,Shoulders,C,medium/leather tier,,Bip001 R Clavicle001,31×15×10 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight pauldron / shoulder pad pair. medium/leather tier variant C. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 31 cm wide × 15 cm tall × 10 cm deep. Placement: attaches to the Bip001 R Clavicle001 bone (sits on top of the shoulders). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_weapon_staff_C,Staff,C,medium/leather tier,right,,76×10×9 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight magic staff with crystal/orb finial. medium/leather tier variant C. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 76 cm wide × 10 cm tall × 9 cm deep. Placement: right hand, vertical. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_weapon_Bow,Bow,,,left,,60×3×12 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight recurve bow. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 60 cm wide × 3 cm tall × 12 cm deep. Placement: left hand grip. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_weapon_staff_D,Staff,D,medium/leather tier,right,,77×21×11 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight magic staff with crystal/orb finial. medium/leather tier variant D. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 77 cm wide × 21 cm tall × 11 cm deep. Placement: right hand, vertical. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_weapon_staff_A,Staff,A,light/cloth tier,right,,69×6×6 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight magic staff with crystal/orb finial. light/cloth tier variant A. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 69 cm wide × 6 cm tall × 6 cm deep. Placement: right hand, vertical. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_weapon_staff_B,Staff,B,light/cloth tier,right,,76×8×15 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight magic staff with crystal/orb finial. light/cloth tier variant B. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 76 cm wide × 8 cm tall × 15 cm deep. Placement: right hand, vertical. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Shield_A,Shield,A,light/cloth tier,left,,6×21×21 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight kite/round shield. light/cloth tier variant A. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 6 cm wide × 21 cm tall × 21 cm deep. Placement: left forearm strap. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Shield_B,Shield,B,light/cloth tier,left,,4×33×19 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight kite/round shield. light/cloth tier variant B. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 4 cm wide × 33 cm tall × 19 cm deep. Placement: left forearm strap. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Shield_C,Shield,C,medium/leather tier,left,,9×39×27 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight kite/round shield. medium/leather tier variant C. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 9 cm wide × 39 cm tall × 27 cm deep. Placement: left forearm strap. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_weapon_Hammer,Hammer,,,right,,28×4×12 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight two-handed war hammer. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 28 cm wide × 4 cm tall × 12 cm deep. Placement: right hand grip. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_weapon_Axe_A,Axe,A,light/cloth tier,right,,35×3×14 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight one-handed war axe. light/cloth tier variant A. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 35 cm wide × 3 cm tall × 14 cm deep. Placement: right hand grip. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_weapon_Axe_B,Axe,B,light/cloth tier,right,,47×4×13 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight one-handed war axe. light/cloth tier variant B. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 47 cm wide × 4 cm tall × 13 cm deep. Placement: right hand grip. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_weapon_Spear,Spear,,,right,,77×3×7 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight long spear. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 77 cm wide × 3 cm tall × 7 cm deep. Placement: right hand grip, vertical. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_weapon_Sword_A,Sword,A,light/cloth tier,right,,44×4×7 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight one-handed sword. light/cloth tier variant A. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 44 cm wide × 4 cm tall × 7 cm deep. Placement: right hand grip, blade pointing up. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_weapon_Sword_B,Sword,B,light/cloth tier,right,,47×3×9 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight one-handed sword. light/cloth tier variant B. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 47 cm wide × 3 cm tall × 9 cm deep. Placement: right hand grip, blade pointing up. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_weapon_Sword_C,Sword,C,medium/leather tier,right,,57×3×17 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight one-handed sword. medium/leather tier variant C. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 57 cm wide × 3 cm tall × 17 cm deep. Placement: right hand grip, blade pointing up. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Xtra_Wood,Lumber,,,,,34×30×18 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight log of carry-wood. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 34 cm wide × 30 cm tall × 18 cm deep. Placement: shouldered or back-strap. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Xtra_Bag,Belt Bag,,,,,21×32×24 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight belt-pouch / satchel. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 21 cm wide × 32 cm tall × 24 cm deep. Placement: hangs from waist belt. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Xtra_Quiver,Quiver,,,,,11×7×37 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight arrow quiver. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 11 cm wide × 7 cm tall × 37 cm deep. Placement: strapped to back, over shoulder. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_body_G,Body,G,heavy/plate tier,,Bip001 Spine,37×19×54 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight chest armor (cuirass / tunic / robe top). heavy/plate tier variant G. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 37 cm wide × 19 cm tall × 54 cm deep. Placement: attaches to the Bip001 Spine bone (covers shoulders down to waist). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
